@RELATION MNIST_038_database

@ATTRIBUTE mean NUMERIC
@ATTRIBUTE var NUMERIC
@ATTRIBUTE proy_0-3 NUMERIC
@ATTRIBUTE proy_8-3 NUMERIC
@ATTRIBUTE proy_0-8 NUMERIC
@ATTRIBUTE class {cero,tres,ocho}

@DATA
0.105,0.071,21.219,3.506,17.713,cero
0.290,0.183,41.655,1.658,39.997,cero
0.247,0.164,28.389,5.569,22.819,cero
0.242,0.160,42.312,8.362,33.950,cero
0.244,0.160,41.490,0.954,40.536,cero
0.111,0.083,18.067,2.128,15.938,cero
0.145,0.102,16.368,-0.246,16.615,cero
0.193,0.134,11.572,-1.956,13.528,cero
0.216,0.147,36.432,0.373,36.059,cero
0.229,0.154,37.633,1.221,36.411,cero
0.137,0.096,23.084,-0.751,23.836,cero
0.254,0.167,38.730,4.119,34.611,cero
0.241,0.162,43.575,5.815,37.760,cero
0.149,0.105,21.127,1.817,19.310,cero
0.215,0.153,26.175,-0.100,26.274,cero
0.211,0.143,31.242,1.004,30.238,cero
0.086,0.055,11.774,1.041,10.733,cero
0.137,0.103,-11.297,2.482,-13.779,cero
0.157,0.105,23.207,0.136,23.070,cero
0.163,0.113,27.724,0.630,27.094,cero
0.174,0.120,30.094,5.309,24.785,cero
0.174,0.126,35.383,3.752,31.631,cero
0.185,0.128,35.874,4.145,31.728,cero
0.193,0.131,23.212,-1.303,24.515,cero
0.228,0.150,37.083,3.288,33.795,cero
0.140,0.097,26.865,0.701,26.163,cero
0.171,0.120,31.153,3.216,27.937,cero
0.178,0.122,27.881,3.364,24.517,cero
0.175,0.121,35.501,4.466,31.035,cero
0.184,0.127,28.680,2.287,26.393,cero
0.200,0.138,30.439,1.127,29.312,cero
0.212,0.143,23.193,-1.052,24.246,cero
0.126,0.089,7.715,0.314,7.401,cero
0.173,0.117,29.990,-0.746,30.736,cero
0.137,0.095,22.249,0.285,21.963,cero
0.185,0.130,29.261,1.691,27.570,cero
0.188,0.130,30.170,2.709,27.461,cero
0.245,0.162,29.496,-1.395,30.891,cero
0.209,0.141,38.886,2.816,36.070,cero
0.139,0.099,16.983,5.290,11.693,cero
0.178,0.121,31.460,-0.613,32.073,cero
0.173,0.118,26.154,0.986,25.169,cero
0.150,0.101,25.257,-0.736,25.993,cero
0.198,0.141,27.816,2.434,25.382,cero
0.175,0.119,19.625,-2.317,21.943,cero
0.129,0.088,18.071,-0.774,18.845,cero
0.172,0.113,21.943,1.236,20.708,cero
0.177,0.120,22.074,7.722,14.351,cero
0.192,0.132,24.231,-0.091,24.322,cero
0.098,0.071,18.446,2.458,15.988,cero
0.163,0.114,35.734,7.875,27.860,cero
0.201,0.137,30.767,-0.860,31.627,cero
0.136,0.096,15.397,0.960,14.438,cero
0.200,0.135,36.802,1.479,35.323,cero
0.206,0.140,30.318,-0.448,30.767,cero
0.164,0.111,23.508,2.426,21.081,cero
0.120,0.084,18.296,0.903,17.393,cero
0.226,0.150,35.779,0.556,35.223,cero
0.206,0.141,34.348,0.199,34.149,cero
0.250,0.164,34.668,0.289,34.379,cero
0.168,0.115,30.683,1.470,29.213,cero
0.130,0.093,18.518,1.298,17.221,cero
0.137,0.097,22.547,3.180,19.368,cero
0.082,0.054,16.920,2.144,14.775,cero
0.174,0.120,28.057,2.464,25.593,cero
0.150,0.107,16.632,-1.542,18.174,cero
0.133,0.094,20.583,3.430,17.154,cero
0.201,0.132,24.178,3.811,20.367,cero
0.110,0.081,-3.001,6.212,-9.212,cero
0.155,0.104,16.572,-1.409,17.981,cero
0.126,0.089,20.039,-0.462,20.501,cero
0.111,0.075,11.136,1.690,9.446,cero
0.214,0.142,20.902,2.666,18.236,cero
0.148,0.104,25.493,5.413,20.080,cero
0.163,0.112,17.359,-1.330,18.689,cero
0.122,0.083,20.043,3.203,16.839,cero
0.241,0.158,34.584,-0.259,34.843,cero
0.203,0.139,35.994,6.674,29.320,cero
0.079,0.054,9.545,2.172,7.373,cero
0.127,0.090,19.986,4.674,15.312,cero
0.143,0.102,26.094,1.006,25.088,cero
0.141,0.100,20.993,2.934,18.059,cero
0.166,0.115,32.655,5.947,26.707,cero
0.170,0.117,24.369,2.149,22.219,cero
0.121,0.086,24.191,1.019,23.172,cero
0.160,0.111,27.483,1.467,26.016,cero
0.178,0.120,21.326,-0.482,21.808,cero
0.211,0.136,13.834,0.405,13.429,cero
0.156,0.109,24.455,-2.008,26.464,cero
0.245,0.162,39.993,3.936,36.057,cero
0.284,0.178,39.138,-0.343,39.481,cero
0.282,0.182,40.494,3.103,37.392,cero
0.231,0.156,42.111,8.223,33.888,cero
0.243,0.162,37.776,3.665,34.111,cero
0.096,0.065,13.796,-0.757,14.553,cero
0.135,0.093,12.851,-2.440,15.290,cero
0.188,0.130,24.854,1.418,23.435,cero
0.141,0.101,19.869,0.414,19.455,cero
0.224,0.151,42.676,4.384,38.292,cero
0.252,0.166,44.769,6.322,38.447,cero
0.251,0.165,40.679,1.784,38.895,cero
0.167,0.122,22.205,3.324,18.881,cero
0.118,0.085,5.870,1.210,4.660,cero
0.220,0.150,39.459,1.386,38.073,cero
0.247,0.162,39.087,3.143,35.944,cero
0.224,0.152,42.439,2.785,39.653,cero
0.114,0.079,19.901,3.959,15.942,cero
0.187,0.120,16.611,0.829,15.783,cero
0.123,0.089,5.666,4.352,1.314,cero
0.228,0.153,40.914,3.343,37.570,cero
0.213,0.144,41.979,3.705,38.274,cero
0.208,0.140,36.795,4.334,32.460,cero
0.160,0.110,13.575,3.698,9.877,cero
0.110,0.073,14.917,0.972,13.945,cero
0.249,0.164,42.131,2.932,39.200,cero
0.165,0.112,14.735,-0.423,15.158,cero
0.172,0.119,37.810,7.368,30.442,cero
0.161,0.110,15.581,-1.745,17.325,cero
0.169,0.116,29.110,1.292,27.818,cero
0.143,0.101,17.375,-1.146,18.521,cero
0.167,0.115,19.503,0.530,18.973,cero
0.143,0.098,17.071,-0.030,17.101,cero
0.170,0.117,21.707,-2.492,24.199,cero
0.219,0.148,28.496,9.279,19.217,cero
0.187,0.129,21.617,2.719,18.898,cero
0.156,0.108,19.137,-1.390,20.526,cero
0.132,0.095,29.048,4.142,24.906,cero
0.189,0.128,29.084,-1.383,30.466,cero
0.186,0.127,35.774,3.514,32.261,cero
0.146,0.100,23.426,-0.085,23.512,cero
0.126,0.087,22.579,2.894,19.685,cero
0.236,0.158,36.772,1.831,34.941,cero
0.261,0.167,33.796,2.468,31.328,cero
0.195,0.135,37.068,4.458,32.610,cero
0.208,0.146,30.178,-2.977,33.155,cero
0.192,0.132,33.197,0.370,32.827,cero
0.099,0.068,0.156,1.035,-0.879,cero
0.159,0.113,28.910,3.359,25.551,cero
0.200,0.135,33.068,3.199,29.869,cero
0.176,0.123,26.100,0.027,26.073,cero
0.145,0.099,17.616,-3.534,21.150,cero
0.210,0.141,33.571,1.746,31.824,cero
0.227,0.151,37.269,0.632,36.637,cero
0.281,0.178,44.594,5.712,38.882,cero
0.109,0.073,18.596,4.913,13.684,cero
0.157,0.109,16.140,-1.025,17.164,cero
0.164,0.111,23.679,6.421,17.258,cero
0.193,0.133,28.149,2.788,25.361,cero
0.205,0.139,31.982,0.761,31.221,cero
0.202,0.136,34.427,2.366,32.061,cero
0.184,0.128,24.513,1.986,22.526,cero
0.217,0.146,34.944,2.867,32.077,cero
0.188,0.134,29.886,2.387,27.499,cero
0.089,0.060,16.092,4.612,11.480,cero
0.119,0.078,20.707,2.066,18.641,cero
0.233,0.154,30.196,3.040,27.155,cero
0.180,0.122,25.768,0.880,24.888,cero
0.203,0.135,29.959,2.768,27.192,cero
0.186,0.131,29.310,1.322,27.988,cero
0.215,0.149,23.792,11.437,12.356,cero
0.193,0.137,31.631,6.032,25.599,cero
0.156,0.107,16.862,-1.946,18.808,cero
0.173,0.121,18.945,6.721,12.224,cero
0.253,0.167,34.779,2.059,32.721,cero
0.197,0.140,16.961,11.357,5.604,cero
0.311,0.193,37.078,13.731,23.347,cero
0.214,0.148,25.104,5.684,19.420,cero
0.174,0.118,22.476,1.115,21.360,cero
0.199,0.135,32.709,-2.414,35.123,cero
0.212,0.153,30.597,10.954,19.643,cero
0.208,0.141,24.975,3.055,21.920,cero
0.246,0.159,39.867,6.681,33.186,cero
0.168,0.116,19.268,6.914,12.354,cero
0.159,0.114,25.279,5.151,20.129,cero
0.243,0.159,40.500,2.189,38.311,cero
0.171,0.117,30.831,2.680,28.151,cero
0.126,0.091,3.137,2.714,0.424,cero
0.207,0.142,39.103,3.237,35.866,cero
0.144,0.103,21.104,5.426,15.678,cero
0.201,0.136,40.677,5.084,35.593,cero
0.240,0.162,41.287,4.642,36.646,cero
0.176,0.124,31.644,1.934,29.710,cero
0.244,0.163,37.383,7.263,30.120,cero
0.208,0.138,32.438,6.275,26.163,cero
0.125,0.086,15.546,-2.156,17.703,cero
0.196,0.134,36.297,5.117,31.180,cero
0.305,0.189,46.796,4.203,42.593,cero
0.246,0.162,38.798,9.690,29.109,cero
0.260,0.169,44.494,6.709,37.785,cero
0.145,0.101,30.424,2.986,27.438,cero
0.174,0.124,32.614,3.404,29.210,cero
0.230,0.152,37.324,4.380,32.943,cero
0.124,0.084,22.347,4.130,18.217,cero
0.265,0.173,46.565,5.834,40.731,cero
0.083,0.059,2.842,2.759,0.083,cero
0.263,0.173,31.389,1.263,30.126,cero
0.219,0.149,46.843,7.666,39.178,cero
0.195,0.135,27.059,8.498,18.561,cero
0.214,0.147,36.426,0.819,35.607,cero
0.119,0.083,12.862,0.994,11.868,cero
0.203,0.136,22.296,-6.579,28.875,cero
0.167,0.118,27.758,2.029,25.729,cero
0.162,0.109,9.854,4.543,5.311,cero
0.139,0.096,21.494,0.372,21.122,cero
0.261,0.172,43.772,1.843,41.929,cero
0.235,0.157,36.742,2.378,34.365,cero
0.151,0.107,10.469,1.459,9.010,cero
0.190,0.130,31.998,5.177,26.821,cero
0.241,0.162,31.200,0.837,30.364,cero
0.195,0.133,31.168,-0.521,31.688,cero
0.085,0.059,14.002,1.033,12.969,cero
0.185,0.127,37.150,4.562,32.588,cero
0.180,0.126,37.436,4.312,33.124,cero
0.209,0.146,22.475,3.821,18.654,cero
0.177,0.123,31.016,3.848,27.167,cero
0.204,0.137,24.372,-1.606,25.978,cero
0.176,0.123,29.828,3.230,26.598,cero
0.134,0.095,17.973,6.318,11.655,cero
0.141,0.101,10.605,5.336,5.269,cero
0.259,0.169,36.629,-0.268,36.896,cero
0.089,0.059,11.712,-0.308,12.020,cero
0.219,0.148,42.189,1.896,40.293,cero
0.195,0.134,39.421,1.613,37.807,cero
0.213,0.151,19.933,7.720,12.213,cero
0.214,0.147,33.557,0.876,32.681,cero
0.192,0.135,36.634,7.531,29.103,cero
0.100,0.066,16.864,-0.306,17.170,cero
0.125,0.087,11.837,-2.649,14.485,cero
0.247,0.163,35.289,0.744,34.545,cero
0.115,0.079,19.916,3.038,16.878,cero
0.127,0.089,27.126,7.463,19.664,cero
0.167,0.119,38.264,4.342,33.923,cero
0.177,0.122,33.020,3.845,29.175,cero
0.140,0.100,21.418,2.217,19.201,cero
0.255,0.168,40.303,6.150,34.153,cero
0.238,0.159,39.698,3.806,35.892,cero
0.189,0.133,35.750,6.676,29.074,cero
0.238,0.160,40.773,9.342,31.431,cero
0.287,0.181,42.248,3.072,39.176,cero
0.253,0.167,42.517,7.697,34.820,cero
0.307,0.190,41.460,2.983,38.477,cero
0.253,0.167,42.250,8.826,33.423,cero
0.201,0.146,38.878,10.262,28.616,cero
0.223,0.151,31.215,-3.014,34.229,cero
0.224,0.147,33.476,4.406,29.069,cero
0.163,0.111,28.380,2.065,26.315,cero
0.209,0.140,34.741,7.410,27.330,cero
0.249,0.164,32.913,7.348,25.565,cero
0.163,0.114,26.863,3.492,23.372,cero
0.162,0.111,21.041,-1.411,22.452,cero
0.217,0.146,30.783,3.115,27.668,cero
0.252,0.165,38.651,1.386,37.265,cero
0.190,0.134,38.493,5.478,33.015,cero
0.110,0.074,20.949,2.761,18.189,cero
0.113,0.081,17.986,4.140,13.846,cero
0.252,0.164,37.470,3.349,34.121,cero
0.274,0.178,37.794,-1.309,39.103,cero
0.156,0.113,6.352,4.498,1.854,cero
0.141,0.099,19.930,0.013,19.917,cero
0.191,0.136,27.741,-0.370,28.111,cero
0.173,0.118,25.814,0.458,25.356,cero
0.168,0.115,30.621,1.573,29.048,cero
0.139,0.098,29.872,4.178,25.694,cero
0.178,0.120,32.130,0.973,31.157,cero
0.148,0.108,20.101,3.754,16.347,cero
0.177,0.121,30.737,-0.120,30.857,cero
0.154,0.108,25.883,1.091,24.792,cero
0.155,0.110,29.346,0.452,28.894,cero
0.210,0.143,35.634,1.587,34.047,cero
0.157,0.109,26.973,-1.645,28.618,cero
0.157,0.110,29.945,2.692,27.253,cero
0.133,0.094,11.221,2.656,8.565,cero
0.149,0.101,27.734,-0.464,28.198,cero
0.085,0.058,6.099,1.909,4.190,cero
0.125,0.084,22.319,-0.353,22.671,cero
0.206,0.138,32.652,0.422,32.230,cero
0.106,0.074,9.848,4.422,5.426,cero
0.150,0.103,25.430,0.310,25.119,cero
0.137,0.095,23.886,0.496,23.390,cero
0.144,0.101,20.446,0.501,19.945,cero
0.170,0.113,25.389,3.431,21.958,cero
0.152,0.113,30.767,3.533,27.234,cero
0.139,0.095,26.319,3.916,22.404,cero
0.155,0.108,30.434,3.585,26.849,cero
0.246,0.162,22.253,1.268,20.985,cero
0.201,0.137,29.320,0.388,28.932,cero
0.170,0.116,29.802,5.190,24.612,cero
0.184,0.125,38.313,4.187,34.126,cero
0.151,0.104,25.595,2.908,22.688,cero
0.149,0.107,20.436,4.018,16.418,cero
0.232,0.152,33.286,4.904,28.383,cero
0.215,0.147,31.091,2.620,28.472,cero
0.204,0.141,40.016,2.296,37.720,cero
0.153,0.109,22.580,3.229,19.351,cero
0.148,0.101,19.383,5.486,13.897,cero
0.181,0.124,35.583,1.129,34.454,cero
0.102,0.070,19.395,1.248,18.147,cero
0.178,0.125,23.655,6.780,16.875,cero
0.231,0.156,37.054,5.064,31.990,cero
0.150,0.106,28.656,1.615,27.041,cero
0.232,0.155,29.649,3.718,25.931,cero
0.131,0.092,18.708,2.206,16.501,cero
0.162,0.115,13.576,4.710,8.866,cero
0.220,0.149,35.850,5.517,30.333,cero
0.218,0.148,34.637,5.944,28.692,cero
0.154,0.103,26.076,4.688,21.389,cero
0.201,0.142,24.169,4.033,20.137,cero
0.185,0.130,26.577,4.941,21.636,cero
0.178,0.124,22.093,-3.559,25.652,cero
0.214,0.147,23.476,6.580,16.896,cero
0.212,0.142,26.272,0.774,25.498,cero
0.229,0.156,27.736,3.114,24.622,cero
0.176,0.120,24.860,2.361,22.499,cero
0.259,0.168,41.572,2.653,38.919,cero
0.231,0.156,40.061,5.190,34.871,cero
0.180,0.124,25.782,8.419,17.363,cero
0.234,0.156,42.468,4.027,38.442,cero
0.192,0.134,20.362,0.990,19.372,cero
0.183,0.134,31.452,1.206,30.246,cero
0.166,0.118,21.623,6.652,14.971,cero
0.100,0.071,3.690,1.587,2.104,cero
0.158,0.112,31.606,5.981,25.625,cero
0.209,0.143,37.045,3.509,33.536,cero
0.201,0.137,28.448,1.632,26.816,cero
0.246,0.163,17.417,2.280,15.137,cero
0.192,0.138,15.803,5.554,10.248,cero
0.115,0.080,14.788,4.063,10.725,cero
0.159,0.113,22.825,1.554,21.271,cero
0.210,0.143,37.766,1.262,36.504,cero
0.207,0.142,40.035,1.720,38.315,cero
0.156,0.109,27.422,1.917,25.505,cero
0.151,0.106,27.898,2.701,25.198,cero
0.190,0.130,31.012,-1.921,32.933,cero
0.185,0.129,27.793,1.579,26.215,cero
0.169,0.124,21.274,4.602,16.672,cero
0.184,0.128,32.248,1.784,30.463,cero
0.139,0.099,24.328,2.292,22.037,cero
0.175,0.120,31.695,1.452,30.243,cero
0.173,0.120,34.870,1.392,33.478,cero
0.240,0.159,42.602,1.188,41.414,cero
0.157,0.113,4.320,4.448,-0.128,cero
0.113,0.077,11.323,-1.358,12.680,cero
0.170,0.119,33.476,4.170,29.306,cero
0.192,0.131,32.696,-0.580,33.276,cero
0.145,0.098,25.313,0.718,24.595,cero
0.141,0.097,20.683,-0.337,21.020,cero
0.192,0.133,39.766,2.858,36.908,cero
0.151,0.103,26.732,0.806,25.925,cero
0.143,0.101,28.764,3.037,25.727,cero
0.206,0.141,44.827,8.699,36.128,cero
0.158,0.112,29.176,0.897,28.279,cero
0.121,0.085,22.027,4.101,17.926,cero
0.193,0.134,27.156,0.821,26.334,cero
0.147,0.103,31.170,6.222,24.948,cero
0.227,0.153,40.540,5.570,34.970,cero
0.174,0.123,21.696,3.310,18.386,cero
0.136,0.097,22.055,7.641,14.414,cero
0.147,0.102,29.886,2.111,27.775,cero
0.180,0.133,24.527,3.917,20.610,cero
0.182,0.127,28.645,-1.270,29.915,cero
0.142,0.100,25.986,3.514,22.472,cero
0.151,0.107,21.736,4.811,16.925,cero
0.140,0.100,14.126,1.102,13.025,cero
0.169,0.121,23.070,2.413,20.657,cero
0.213,0.144,38.318,1.088,37.230,cero
0.173,0.122,29.649,4.480,25.169,cero
0.193,0.138,37.904,4.416,33.488,cero
0.153,0.111,6.501,2.399,4.102,cero
0.174,0.123,21.243,5.835,15.408,cero
0.154,0.111,8.430,-0.237,8.667,cero
0.181,0.133,15.456,3.967,11.489,cero
0.108,0.078,7.914,1.661,6.253,cero
0.190,0.134,26.004,3.132,22.872,cero
0.155,0.111,15.212,-0.114,15.327,cero
0.185,0.135,18.646,0.191,18.455,cero
0.130,0.097,4.626,0.854,3.772,cero
0.143,0.100,25.913,0.811,25.102,cero
0.143,0.097,20.395,-3.380,23.775,cero
0.191,0.130,35.180,2.048,33.133,cero
0.131,0.093,12.780,-1.739,14.518,cero
0.144,0.099,32.917,3.011,29.906,cero
0.156,0.108,15.925,0.576,15.349,cero
0.097,0.068,19.022,3.127,15.895,cero
0.170,0.121,12.236,-2.025,14.261,cero
0.128,0.088,13.180,-3.871,17.051,cero
0.174,0.124,26.744,3.748,22.996,cero
0.180,0.135,24.609,10.177,14.432,cero
0.175,0.124,30.802,-0.152,30.954,cero
0.121,0.091,16.773,2.421,14.352,cero
0.194,0.134,33.434,1.817,31.617,cero
0.164,0.115,28.317,5.049,23.268,cero
0.157,0.109,31.812,5.797,26.015,cero
0.223,0.149,38.426,-0.007,38.433,cero
0.110,0.079,20.374,1.799,18.575,cero
0.216,0.153,32.634,2.871,29.762,cero
0.172,0.121,23.041,3.645,19.396,cero
0.215,0.147,31.793,4.608,27.185,cero
0.193,0.130,28.630,3.614,25.016,cero
0.208,0.144,36.912,5.470,31.443,cero
0.284,0.183,38.364,6.647,31.717,cero
0.169,0.116,25.921,1.090,24.831,cero
0.108,0.074,20.160,2.733,17.427,cero
0.153,0.106,25.664,-1.620,27.284,cero
0.103,0.074,-3.240,3.915,-7.155,cero
0.128,0.088,22.562,0.745,21.817,cero
0.134,0.095,23.546,3.018,20.527,cero
0.142,0.101,15.394,1.581,13.813,cero
0.112,0.079,1.899,-4.935,6.833,cero
0.190,0.129,29.377,1.016,28.361,cero
0.191,0.133,31.352,2.735,28.617,cero
0.181,0.126,26.012,-1.220,27.232,cero
0.173,0.119,31.424,1.918,29.507,cero
0.130,0.091,23.043,1.228,21.815,cero
0.108,0.074,20.267,0.543,19.723,cero
0.168,0.116,29.154,-0.196,29.350,cero
0.224,0.150,22.079,5.959,16.120,cero
0.180,0.123,30.054,6.766,23.289,cero
0.355,0.210,36.858,0.293,36.565,cero
0.116,0.081,20.091,2.130,17.961,cero
0.161,0.113,28.588,1.066,27.523,cero
0.308,0.190,44.709,2.129,42.581,cero
0.153,0.109,20.976,-0.030,21.006,cero
0.306,0.190,41.766,3.739,38.028,cero
0.179,0.125,-4.708,-0.436,-4.272,tres
0.143,0.105,-12.244,-6.630,-5.614,tres
0.179,0.122,-13.663,-13.037,-0.626,tres
0.231,0.155,-8.470,-8.448,-0.022,tres
0.128,0.089,-7.809,-4.180,-3.629,tres
0.086,0.061,-9.403,-2.433,-6.970,tres
0.165,0.116,-5.088,-5.190,0.102,tres
0.094,0.066,-6.047,-9.355,3.307,tres
0.131,0.096,-12.818,-7.973,-4.845,tres
0.109,0.079,-5.723,-4.534,-1.190,tres
0.108,0.079,-13.934,-8.499,-5.435,tres
0.156,0.110,-9.426,-5.512,-3.914,tres
0.229,0.151,-0.314,2.285,-2.599,tres
0.113,0.083,-12.419,-6.940,-5.480,tres
0.166,0.115,-11.150,-2.731,-8.419,tres
0.101,0.074,-14.875,-6.980,-7.894,tres
0.175,0.122,-14.802,-9.149,-5.653,tres
0.161,0.114,-6.081,-1.692,-4.389,tres
0.182,0.124,1.289,-0.290,1.580,tres
0.174,0.121,5.506,7.416,-1.910,tres
0.142,0.101,-15.143,-7.738,-7.405,tres
0.161,0.111,0.852,4.665,-3.813,tres
0.144,0.100,8.573,4.554,4.019,tres
0.167,0.119,-11.574,-10.493,-1.082,tres
0.091,0.066,-2.412,0.092,-2.504,tres
0.155,0.112,-8.660,-7.370,-1.290,tres
0.189,0.131,-6.099,-12.272,6.173,tres
0.125,0.089,-3.398,0.045,-3.442,tres
0.113,0.077,-1.084,-5.889,4.805,tres
0.168,0.118,-8.304,-2.630,-5.674,tres
0.147,0.110,-6.800,0.750,-7.549,tres
0.157,0.113,-9.397,-9.765,0.369,tres
0.130,0.093,-9.384,-6.047,-3.337,tres
0.170,0.122,-13.859,-10.023,-3.836,tres
0.136,0.094,-6.424,-5.555,-0.869,tres
0.141,0.100,-8.638,-5.324,-3.314,tres
0.130,0.095,-4.115,-12.878,8.762,tres
0.167,0.119,-6.893,-4.252,-2.642,tres
0.097,0.072,-15.018,-6.764,-8.254,tres
0.155,0.109,-7.596,1.984,-9.580,tres
0.143,0.102,-15.717,-6.994,-8.723,tres
0.139,0.097,-6.279,-5.429,-0.850,tres
0.134,0.093,5.246,2.843,2.403,tres
0.136,0.099,-8.644,-6.553,-2.091,tres
0.160,0.111,4.949,-6.972,11.921,tres
0.131,0.094,-7.527,4.148,-11.675,tres
0.146,0.104,-10.302,-7.091,-3.211,tres
0.143,0.099,-6.100,-5.639,-0.462,tres
0.149,0.104,-10.198,-14.452,4.254,tres
0.184,0.127,1.633,-7.946,9.578,tres
0.090,0.065,-3.947,2.440,-6.388,tres
0.152,0.106,4.033,11.332,-7.299,tres
0.085,0.059,-3.543,1.421,-4.965,tres
0.123,0.088,-6.592,-10.142,3.550,tres
0.140,0.097,-3.417,-0.113,-3.305,tres
0.160,0.109,-3.531,-2.354,-1.176,tres
0.131,0.089,2.212,1.946,0.266,tres
0.078,0.057,-7.027,1.745,-8.772,tres
0.138,0.097,-3.560,1.060,-4.619,tres
0.129,0.091,-5.575,-1.655,-3.920,tres
0.153,0.107,-1.605,3.432,-5.037,tres
0.171,0.119,-2.903,-6.362,3.459,tres
0.167,0.117,-2.510,0.384,-2.894,tres
0.142,0.100,2.469,11.333,-8.864,tres
0.201,0.131,16.724,0.650,16.075,tres
0.154,0.111,-9.774,-11.333,1.559,tres
0.140,0.102,-8.640,-5.604,-3.036,tres
0.160,0.113,-8.436,-7.234,-1.202,tres
0.143,0.103,-8.767,-5.470,-3.297,tres
0.161,0.113,-12.859,-10.669,-2.191,tres
0.111,0.077,-3.557,-2.456,-1.100,tres
0.141,0.102,-6.927,-9.238,2.310,tres
0.140,0.102,-4.826,-8.373,3.548,tres
0.079,0.060,-8.152,-1.913,-6.239,tres
0.139,0.101,-5.595,-4.186,-1.409,tres
0.145,0.104,-12.140,-7.893,-4.247,tres
0.122,0.088,-5.068,1.866,-6.934,tres
0.090,0.066,-11.678,-4.256,-7.422,tres
0.158,0.110,-1.322,-5.947,4.624,tres
0.151,0.107,-3.752,-5.202,1.450,tres
0.155,0.110,-5.115,-6.497,1.382,tres
0.200,0.137,-8.523,-12.845,4.321,tres
0.200,0.135,-10.985,-7.769,-3.216,tres
0.085,0.060,-8.335,-0.664,-7.670,tres
0.164,0.119,-6.692,-4.773,-1.919,tres
0.227,0.149,2.049,-5.300,7.349,tres
0.205,0.136,0.017,-7.368,7.385,tres
0.143,0.101,-7.401,-0.944,-6.456,tres
0.100,0.072,1.175,-1.062,2.237,tres
0.176,0.123,-9.523,-13.275,3.752,tres
0.151,0.105,-7.811,1.544,-9.355,tres
0.144,0.100,-3.598,-11.651,8.053,tres
0.113,0.079,1.658,-7.824,9.482,tres
0.139,0.102,-4.102,2.585,-6.688,tres
0.109,0.076,-0.748,-3.548,2.800,tres
0.114,0.078,-1.640,3.966,-5.606,tres
0.120,0.082,4.828,-0.505,5.333,tres
0.121,0.091,-14.110,-6.451,-7.659,tres
0.142,0.097,3.597,-1.231,4.829,tres
0.216,0.138,14.905,-3.923,18.828,tres
0.174,0.121,-4.626,-7.114,2.488,tres
0.136,0.092,13.240,2.471,10.769,tres
0.131,0.090,13.027,5.511,7.516,tres
0.134,0.097,-11.117,-6.694,-4.424,tres
0.123,0.089,-11.131,-3.862,-7.268,tres
0.128,0.087,-2.021,-4.722,2.701,tres
0.104,0.075,-8.204,-7.005,-1.199,tres
0.136,0.094,0.088,0.007,0.082,tres
0.173,0.123,-9.748,-5.745,-4.003,tres
0.066,0.047,-5.805,-1.808,-3.997,tres
0.204,0.143,2.272,-0.896,3.169,tres
0.218,0.152,1.102,8.988,-7.886,tres
0.103,0.074,-10.936,-7.428,-3.508,tres
0.150,0.104,-14.003,-4.615,-9.388,tres
0.219,0.151,4.971,2.166,2.804,tres
0.102,0.076,-4.123,-1.854,-2.269,tres
0.221,0.152,4.087,-2.230,6.317,tres
0.151,0.107,1.573,10.406,-8.833,tres
0.108,0.078,-2.184,1.758,-3.942,tres
0.228,0.158,-9.186,-5.894,-3.291,tres
0.211,0.150,7.048,-2.647,9.696,tres
0.116,0.080,-6.420,-11.415,4.994,tres
0.225,0.154,-0.104,1.852,-1.956,tres
0.214,0.148,0.646,1.705,-1.059,tres
0.125,0.090,-13.871,-6.856,-7.016,tres
0.107,0.078,-12.751,-6.788,-5.962,tres
0.155,0.116,0.874,7.035,-6.161,tres
0.100,0.073,-8.047,1.177,-9.224,tres
0.196,0.138,6.389,1.916,4.473,tres
0.157,0.120,-0.639,3.785,-4.424,tres
0.117,0.086,-5.184,-3.359,-1.824,tres
0.191,0.131,-6.998,-11.993,4.995,tres
0.110,0.078,-4.511,-6.670,2.158,tres
0.162,0.113,-6.801,-4.511,-2.290,tres
0.212,0.143,-9.636,-5.757,-3.878,tres
0.123,0.089,-11.906,1.289,-13.195,tres
0.175,0.119,7.865,-8.311,16.175,tres
0.162,0.111,1.951,-3.643,5.594,tres
0.115,0.083,-13.981,-5.056,-8.926,tres
0.096,0.066,-12.533,-9.499,-3.034,tres
0.085,0.064,-5.744,-3.392,-2.352,tres
0.079,0.056,-8.678,-6.613,-2.065,tres
0.135,0.101,-2.896,-2.496,-0.400,tres
0.131,0.091,-2.128,-2.314,0.185,tres
0.127,0.091,-2.844,-6.211,3.368,tres
0.119,0.086,4.739,-1.732,6.471,tres
0.176,0.127,-7.082,1.233,-8.315,tres
0.167,0.118,-10.927,-10.244,-0.683,tres
0.178,0.121,-9.378,-13.720,4.342,tres
0.130,0.093,-12.518,-4.799,-7.719,tres
0.093,0.068,-6.203,-5.345,-0.859,tres
0.143,0.100,-3.950,-3.426,-0.524,tres
0.144,0.107,-6.744,-6.187,-0.557,tres
0.147,0.103,-1.558,-9.034,7.476,tres
0.141,0.100,-10.652,-12.328,1.676,tres
0.168,0.123,-3.853,-3.093,-0.760,tres
0.103,0.074,-11.563,-3.304,-8.259,tres
0.154,0.108,1.064,-6.358,7.422,tres
0.143,0.103,1.516,-5.715,7.231,tres
0.090,0.064,-11.515,-3.313,-8.202,tres
